Charge,Date,BIN,Uoc,Isc,Rser,Rsh,FF,EFF,IRev1,IRev2
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:08,1.90000000e+01,6.42791390e-01,8.90772915e+00,1.90587027e-03,8.55775696e+02,8.05384140e+01,1.87702618e+01,3.29471901e-02,7.89110959e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:10,8.00000000e+00,6.44921541e-01,8.96593094e+00,1.42328243e-03,3.55406372e+02,8.04597244e+01,1.89369926e+01,5.95947355e-02,9.35439765e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:13,9.00000000e+00,6.44024789e-01,8.95229816e+00,2.10848963e-03,2.59727478e+02,8.02508469e+01,1.88328896e+01,8.05903450e-02,1.33514762e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:15,2.10000000e+01,6.41882241e-01,8.88730049e+00,2.41984613e-03,4.39665955e+02,7.99736176e+01,1.85695839e+01,8.34772140e-02,3.06820571e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:17,2.00000000e+01,6.40051961e-01,8.93651199e+00,1.93579437e-03,1.24301186e+02,8.02576447e+01,1.86852932e+01,2.98145235e-01,4.31719750e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:19,2.00000000e+00,6.36589408e-01,8.84152222e+00,1.76611124e-03,4.67255341e+02,8.00052414e+01,1.83288441e+01,1.45600155e-01,1.07679319e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:21,9.00000000e+00,6.43741012e-01,8.91397667e+00,1.87760044e-03,3.54133820e+02,8.05275269e+01,1.88086319e+01,1.06705502e-01,2.81029224e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:23,1.90000000e+01,6.44110799e-01,8.93389034e+00,2.08227290e-03,3.88516632e+02,8.02529984e+01,1.87971783e+01,7.67154992e-02,1.14470571e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:25,9.00000000e+00,6.44295812e-01,8.94861412e+00,1.51795882e-03,2.57447144e+02,8.04857407e+01,1.88881836e+01,9.22182500e-02,2.15862319e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:27,8.00000000e+00,6.44351006e-01,8.95977592e+00,1.73189433e-03,2.88303375e+02,8.05177994e+01,1.89208984e+01,8.57700184e-02,1.90933064e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:29,1.90000000e+01,6.41753554e-01,8.92527485e+00,1.96732418e-03,2.44312637e+02,8.04144974e+01,1.87479782e+01,1.41923144e-01,3.73293042e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:31,1.90000000e+01,6.42374992e-01,8.92875195e+00,2.06733402e-03,5.48825073e+02,8.02780991e+01,1.87416000e+01,8.69654194e-02,3.30166459e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:33,1.90000000e+01,6.42943799e-01,8.92985439e+00,2.05513323e-03,2.41502426e+02,8.01873322e+01,1.87392998e+01,1.05049536e-01,3.08194280e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:35,9.00000000e+00,6.43635213e-01,8.94843674e+00,1.87983271e-03,5.27988586e+02,8.04216995e+01,1.88534317e+01,8.94275233e-02,1.51957244e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:38,8.00000000e+00,6.45519435e-01,8.97259140e+00,1.72072381e-03,6.73442627e+02,8.04704971e+01,1.89711704e+01,6.16484508e-02,1.07814990e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:40,2.00000000e+01,6.41732752e-01,8.89482117e+00,1.71963160e-03,2.90205383e+02,8.03340607e+01,1.86647148e+01,1.02672711e-01,3.33992898e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:42,2.00000000e+01,6.41124725e-01,8.92928886e+00,1.90615491e-03,3.40774193e+01,7.98689041e+01,1.86108990e+01,9.91806507e-01,1.33483911e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:44,2.00000000e+01,6.41227067e-01,8.92628098e+00,1.81166653e-03,2.39994797e+02,8.01128006e+01,1.86644192e+01,1.71338618e-01,2.97507018e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:46,1.30000000e+01,6.35366797e-01,8.70596409e+00,1.65514392e-03,8.27064896e+01,7.93667068e+01,1.78694000e+01,3.18097204e-01,3.68678391e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:48,1.30000000e+01,6.28038049e-01,8.68788719e+00,1.44343567e-03,9.19902725e+01,8.04136734e+01,1.78591270e+01,8.45584512e-01,3.95598650e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:50,1.40000000e+01,6.39967501e-01,8.84532166e+00,2.18144641e-03,2.75243454e+01,7.99658890e+01,1.84249592e+01,1.35491991e+00,2.26737666e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:52,2.00000000e+00,6.38939559e-01,8.81278229e+00,2.15045176e-03,1.30714401e+02,8.01556320e+01,1.83711796e+01,3.51110727e-01,8.72668624e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:54,2.00000000e+00,6.35773182e-01,8.80528450e+00,1.93065696e-03,1.20338402e+02,8.00912552e+01,1.82499180e+01,4.57912117e-01,1.54784214e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:56,1.00000000e+00,6.39290512e-01,8.85871792e+00,2.30107107e-03,1.46677155e+02,8.01411057e+01,1.84737320e+01,3.74604046e-01,1.07893014e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:31:58,2.00000000e+01,6.42801046e-01,8.87861729e+00,1.66038156e-03,1.12680615e+03,8.01062241e+01,1.86088009e+01,5.51220402e-02,2.84459740e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:00,2.00000000e+00,6.37557685e-01,8.83167553e+00,2.17407080e-03,5.27535950e+02,7.97737122e+01,1.82832146e+01,1.41105533e-01,7.59719491e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:02,2.00000000e+00,6.37017190e-01,8.82816982e+00,1.88650039e-03,1.34552612e+03,7.99886398e+01,1.83096638e+01,1.58803195e-01,9.16655898e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:05,2.00000000e+00,6.37038648e-01,8.81890011e+00,1.89596601e-03,4.57853973e+02,7.99414749e+01,1.82802677e+01,1.66140124e-01,9.33609068e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:07,9.00000000e+00,6.44965410e-01,8.91255474e+00,1.77951029e-03,3.29252832e+03,8.03590164e+01,1.88019733e+01,1.35806128e-02,8.70038047e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:09,2.00000000e+01,6.43576264e-01,8.89100266e+00,2.32532388e-03,2.72482739e+03,8.01822433e+01,1.86749363e+01,2.42117066e-02,8.51261616e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:11,2.00000000e+00,6.35926962e-01,8.81818867e+00,1.72993098e-03,4.09098694e+02,8.01688156e+01,1.82987862e+01,1.83016077e-01,1.01874173e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:13,2.10000000e+01,6.41441584e-01,8.86171532e+00,1.95174408e-03,2.18639938e+02,8.00722122e+01,1.85262260e+01,1.17375784e-01,3.97033572e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:15,1.90000000e+01,6.42867982e-01,8.91895485e+00,2.21181125e-03,2.65190796e+02,8.02493591e+01,1.87286968e+01,8.57251510e-02,1.47302419e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:17,2.00000000e+01,6.43223763e-01,8.88518906e+00,2.04032939e-03,5.43476196e+02,8.03728104e+01,1.86968346e+01,5.90267032e-02,1.37376636e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:19,2.00000000e+01,6.43516958e-01,8.87226963e+00,2.14991579e-03,6.74737000e+02,8.02244720e+01,1.86436863e+01,3.65912206e-02,1.08580552e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:21,2.00000000e+00,6.36305571e-01,8.82299995e+00,2.04906752e-03,1.00225958e+03,7.97440643e+01,1.82226105e+01,3.52948934e-01,1.89048207e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:23,1.90000000e+01,6.44706368e-01,8.92177582e+00,2.17307708e-03,5.93539917e+02,8.02643661e+01,1.87917080e+01,3.60178873e-02,1.15544647e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:25,1.90000000e+01,6.43745363e-01,8.91445827e+00,2.18315516e-03,6.99926147e+02,8.02404251e+01,1.87427139e+01,5.59607446e-02,1.47142366e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:27,2.00000000e+00,6.39999032e-01,8.82930374e+00,2.22463533e-03,1.26012878e+03,7.98068695e+01,1.83559246e+01,8.20308253e-02,4.48901176e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:29,2.00000000e+00,6.36997521e-01,8.83114147e+00,2.12531863e-03,4.04934937e+02,7.99119186e+01,1.82976933e+01,1.42284736e-01,8.15712988e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:32,1.00000000e+00,6.42241776e-01,8.82756710e+00,2.17761262e-03,7.28754517e+02,7.98283539e+01,1.84215832e+01,6.80055767e-02,3.98302794e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:34,1.00000000e+00,6.39218509e-01,8.86473274e+00,1.79728027e-03,3.62848358e+02,7.99904099e+01,1.84494381e+01,1.11250646e-01,5.35265028e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:36,2.00000000e+00,6.40103161e-01,8.83760166e+00,1.89218484e-03,6.31117676e+02,7.97948914e+01,1.83734074e+01,1.04566060e-01,3.09423208e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:38,2.00000000e+00,6.41750038e-01,8.82674980e+00,2.56125047e-03,8.16754028e+02,7.96369781e+01,1.83616486e+01,6.83961511e-02,4.55851585e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:40,1.90000000e+01,6.43807709e-01,8.91214275e+00,2.27050739e-03,7.54111511e+02,8.01775131e+01,1.87249660e+01,4.74778414e-02,9.72581729e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:42,1.00000000e+00,6.40427649e-01,8.85699368e+00,2.03081826e-03,3.47492004e+02,7.97172394e+01,1.84051285e+01,8.13127980e-02,1.71105176e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:44,2.00000000e+00,6.39265358e-01,8.85787964e+00,2.30658753e-03,1.25741379e+02,7.97816925e+01,1.83884201e+01,1.49519429e-01,2.21219763e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:46,2.00000000e+01,6.44697428e-01,8.91832924e+00,2.24211463e-03,2.01813087e+01,7.98930130e+01,1.86972790e+01,1.07674193e+00,1.29690135e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:48,2.00000000e+00,6.36165202e-01,8.82661343e+00,2.36542802e-03,8.26932251e+02,7.97341690e+01,1.82237892e+01,1.20601892e-01,7.64894128e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:50,9.00000000e+00,6.45052314e-01,8.92854118e+00,1.97021058e-03,1.52439911e+02,8.03870392e+01,1.88448067e+01,1.14438593e-01,1.82733849e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:52,2.00000000e+01,6.43963456e-01,8.89899635e+00,2.25648750e-03,5.65776245e+02,8.00577087e+01,1.86739254e+01,5.04515655e-02,1.22544773e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:54,9.00000000e+00,6.44726515e-01,8.91455078e+00,1.73952465e-03,6.91566345e+02,8.04579697e+01,1.88223667e+01,6.08620979e-02,1.66000336e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:57,2.10000000e+01,6.40465319e-01,8.88112545e+00,1.74213934e-03,9.89576645e+01,8.00964584e+01,1.85441570e+01,2.30324432e-01,3.67545009e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:32:59,2.10000000e+01,6.40330255e-01,8.88561535e+00,2.22463021e-03,1.31641647e+02,7.99692688e+01,1.85201645e+01,1.98861957e-01,2.35884607e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:01,1.00000000e+00,6.36811674e-01,8.89551544e+00,1.45944767e-03,1.93073486e+02,7.99976807e+01,1.84454689e+01,1.86689988e-01,3.05414140e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:03,3.00000000e+00,6.39663339e-01,8.70734787e+00,1.63249706e-03,6.06018372e+02,7.98902969e+01,1.81117992e+01,1.13955744e-01,8.25224876e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:05,8.00000000e+00,6.45355284e-01,8.95290279e+00,1.89474050e-03,2.35025833e+02,8.04469604e+01,1.89191914e+01,9.36163589e-02,1.28883034e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:07,3.00000000e+00,6.36081576e-01,8.84034061e+00,1.93988555e-03,3.22635773e+02,7.94662781e+01,1.81884174e+01,6.58420771e-02,1.19983487e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:09,3.00000000e+00,6.38406873e-01,8.71886253e+00,1.90324092e-03,1.81540909e+02,7.99046173e+01,1.81033707e+01,2.14914829e-01,1.32187903e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:11,2.10000000e+01,6.40985250e-01,8.89756775e+00,1.31975359e-03,1.80852661e+02,7.99634171e+01,1.85626888e+01,1.74397677e-01,2.76547432e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:13,1.30000000e+01,6.35526001e-01,8.77330589e+00,1.65983976e-03,2.91662994e+02,7.91075974e+01,1.79533272e+01,9.68732163e-02,1.44508481e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:15,9.00000000e+00,6.44546926e-01,8.95151329e+00,1.76110049e-03,5.14417908e+02,8.02040329e+01,1.88355122e+01,5.90811335e-02,1.10297330e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:17,9.00000000e+00,6.44819558e-01,8.95001984e+00,1.82488491e-03,1.58508560e+02,8.01808929e+01,1.88348999e+01,1.19891144e-01,1.62046298e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:19,1.00000000e+00,6.41203403e-01,8.87957478e+00,2.03127740e-03,5.11960876e+02,7.97904205e+01,1.84913635e+01,3.81606445e-02,5.35803139e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:21,1.90000000e+01,6.42302513e-01,8.93768120e+00,2.18433398e-03,4.74355438e+02,8.02113876e+01,1.87426395e+01,7.33688176e-02,2.23931655e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:24,1.90000000e+01,6.43271685e-01,8.93831253e+00,1.93248491e-03,4.94965118e+02,8.02839584e+01,1.87892303e+01,5.14021367e-02,9.68769342e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:26,3.00000000e+00,6.38526976e-01,8.69735146e+00,1.90093508e-03,1.61682983e+02,7.98599167e+01,1.80520000e+01,2.02453837e-01,1.20931637e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:28,2.10000000e+01,6.40868962e-01,8.89211273e+00,1.66861457e-03,1.58126038e+02,8.00530014e+01,1.85687218e+01,1.17274076e-01,2.46671796e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:30,3.00000000e+00,6.33141637e-01,8.79452324e+00,1.87340565e-03,3.34359161e+02,7.97644043e+01,1.80780888e+01,1.16028994e-01,2.59621054e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:32,2.10000000e+01,6.40087008e-01,8.89352894e+00,2.17810762e-03,1.68426254e+02,8.02259903e+01,1.85891018e+01,1.83292359e-01,4.23774391e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:34,2.00000000e+00,6.37310743e-01,8.83919907e+00,2.23732856e-03,2.56950043e+02,7.98039780e+01,1.82986431e+01,2.30625689e-01,9.87387121e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:36,9.00000000e+00,6.45222843e-01,8.93662262e+00,2.06523482e-03,7.35499939e+02,8.03756943e+01,1.88641853e+01,4.69341762e-02,1.36400983e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:38,2.00000000e+00,6.36940062e-01,8.85045242e+00,2.06522807e-03,1.37429901e+02,8.00164566e+01,1.83600349e+01,2.67695606e-01,9.66035783e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:40,2.00000000e+01,6.43299103e-01,8.87799168e+00,1.96241983e-03,3.35898193e+02,8.02791748e+01,1.86621113e+01,8.72169435e-02,6.14424944e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:42,2.00000000e+00,6.39044106e-01,8.85730934e+00,2.01565470e-03,5.22988647e+02,7.98536758e+01,1.83974571e+01,1.21742435e-01,5.12392998e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:44,1.00000000e+00,6.39053702e-01,8.85760117e+00,2.12660222e-03,3.60812469e+02,7.99042358e+01,1.84099865e+01,1.40982226e-01,5.36810040e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:46,1.90000000e+01,6.43562734e-01,8.89369774e+00,1.68031966e-03,3.61074677e+02,8.03008423e+01,1.87078342e+01,1.04029529e-01,1.78720117e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:48,2.00000000e+00,6.37073576e-01,8.84224319e+00,1.80871622e-03,1.12501343e+02,7.98179321e+01,1.83013325e+01,2.61559606e-01,9.54820812e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:51,1.90000000e+01,6.41846776e-01,8.92006016e+00,1.85559876e-03,2.59929718e+02,8.03087082e+01,1.87150936e+01,1.66366175e-01,3.41778666e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:53,2.00000000e+00,6.35493517e-01,8.83119869e+00,1.84942002e-03,8.58991318e+01,8.00367737e+01,1.82831306e+01,4.54328716e-01,1.27420449e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:55,9.00000000e+00,6.44408941e-01,8.93394756e+00,1.59116939e-03,2.81818665e+02,8.04549561e+01,1.88533268e+01,7.67328739e-02,1.24951884e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:57,1.90000000e+01,6.41424000e-01,8.92441082e+00,1.75653549e-03,2.20134277e+02,8.02770996e+01,1.87045231e+01,1.25946194e-01,2.41137832e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:33:59,2.00000000e+00,6.36806786e-01,8.85233879e+00,1.74784695e-03,3.81257904e+02,8.01643524e+01,1.83940430e+01,1.54128894e-01,8.74166965e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:01,2.00000000e+00,6.35479450e-01,8.83558559e+00,2.23945430e-03,5.52131775e+02,7.99311447e+01,1.82676678e+01,1.22029006e-01,8.38636279e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:03,1.90000000e+01,6.44438863e-01,8.90236759e+00,2.19203136e-03,6.13255882e+01,8.01235657e+01,1.87101669e+01,3.43465865e-01,4.33756828e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:05,1.90000000e+01,6.42194152e-01,8.91264343e+00,1.82184600e-03,4.59490967e+03,8.02910919e+01,1.87055473e+01,2.97350679e-02,1.29396155e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:15,9.00000000e+00,6.45151138e-01,8.92539978e+00,2.13737017e-03,7.64964539e+02,8.02390594e+01,1.88063774e+01,5.27513884e-02,1.41842395e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:19,9.00000000e+00,6.45859838e-01,8.93991375e+00,2.21583853e-03,1.00005060e+03,8.01876450e+01,1.88455696e+01,3.53451483e-02,8.51503238e-02
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:21,2.00000000e+01,6.41002357e-01,8.93044662e+00,2.12378707e-03,5.35232544e+02,8.00445633e+01,1.86506863e+01,9.14603397e-02,2.80820101e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:23,2.00000000e+01,6.41925216e-01,8.93463039e+00,1.87250576e-03,4.85172028e+02,8.00038910e+01,1.86767960e+01,9.34267417e-02,2.54608244e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:25,2.00000000e+01,6.43003583e-01,8.90282345e+00,1.83453702e-03,1.12546356e+02,8.01786346e+01,1.86822853e+01,2.76690692e-01,5.45848668e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:27,1.90000000e+01,6.42069221e-01,8.94441795e+00,1.77717628e-03,1.28362579e+02,8.01022797e+01,1.87244453e+01,2.34816164e-01,2.80261993e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:29,2.00000000e+01,6.43119395e-01,8.90895939e+00,2.33022287e-03,2.07910782e+02,7.97833786e+01,1.86063519e+01,1.86748013e-01,3.60843062e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:31,2.00000000e+00,6.37291789e-01,8.80270958e+00,1.48393202e-03,1.32335648e+02,8.05341873e+01,1.83892975e+01,2.62603343e-01,8.10537934e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:34,2.00000000e+01,6.42523706e-01,8.93027878e+00,2.15311325e-03,1.50131989e+02,8.00275497e+01,1.86906281e+01,2.47613549e-01,4.50366110e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:36,8.00000000e+00,6.46126688e-01,8.97032356e+00,1.88219012e-03,1.15398033e+02,8.03165359e+01,1.89478931e+01,2.46081203e-01,3.17021698e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:38,2.00000000e+01,6.41670704e-01,8.93078232e+00,1.84984819e-03,1.15796867e+02,8.00065155e+01,1.86619606e+01,2.08547786e-01,2.55057782e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:40,1.90000000e+01,6.42742991e-01,8.94955921e+00,1.96188386e-03,1.20123550e+02,8.02903595e+01,1.87989063e+01,2.27295786e-01,2.94168949e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:42,1.90000000e+01,6.42718077e-01,8.94328403e+00,1.95102068e-03,1.69451187e+02,8.02348404e+01,1.87720089e+01,1.90946937e-01,2.46163785e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:44,9.00000000e+00,6.43821061e-01,8.97002316e+00,1.97489513e-03,9.06330872e+01,8.02038040e+01,1.88531513e+01,2.48831689e-01,3.08734298e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:46,1.90000000e+01,6.43339694e-01,8.94309235e+00,1.85545825e-03,1.77381805e+02,8.00968018e+01,1.87574348e+01,1.44191504e-01,2.02546671e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:48,1.00000000e+00,6.40282035e-01,8.85499191e+00,1.60629326e-03,1.10454002e+02,8.00543823e+01,1.84745922e+01,2.01173693e-01,2.56687015e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:50,1.00000000e+00,6.40754163e-01,8.83796215e+00,2.03447626e-03,1.29335556e+02,8.01544189e+01,1.84757156e+01,2.15715215e-01,4.84595954e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:52,3.00000000e+00,6.37536168e-01,8.75255108e+00,1.77371944e-03,4.89173622e+01,8.00450745e+01,1.81804352e+01,5.57422936e-01,1.11302829e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:54,3.00000000e+00,6.33346975e-01,8.68529987e+00,1.39143702e-03,1.87352646e+02,8.08776398e+01,1.81086121e+01,1.62135422e-01,3.74178886e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:56,2.00000000e+01,6.41771138e-01,8.89551735e+00,1.80740980e-03,6.77548065e+01,8.01853180e+01,1.86327286e+01,3.10473442e-01,3.78045738e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:34:59,2.00000000e+01,6.42746270e-01,8.90269661e+00,1.97130698e-03,7.83183975e+01,7.99522476e+01,1.86218147e+01,2.31835023e-01,3.04554760e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:01,2.40000000e+01,6.43113196e-01,8.90149307e+00,1.84200064e-03,7.46316051e+00,7.95829468e+01,1.85438747e+01,3.50278378e+00,4.16620588e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:03,2.00000000e+01,6.41954839e-01,8.93654823e+00,1.94161455e-03,1.38642654e+02,8.00538559e+01,1.86933327e+01,1.42951176e-01,1.75200731e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:05,1.90000000e+01,6.42851710e-01,8.92554092e+00,1.93596957e-03,5.31180054e+02,8.01309280e+01,1.87143917e+01,7.82415196e-02,1.35393441e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:07,2.00000000e+00,6.40365183e-01,8.78633881e+00,1.86721946e-03,1.41283295e+02,7.99547195e+01,1.83109112e+01,2.50483066e-01,1.01775789e+00
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:09,2.00000000e+00,6.39154196e-01,8.79447556e+00,1.46449741e-03,2.02974106e+02,8.01343079e+01,1.83342972e+01,1.57910496e-01,7.14134812e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:11,1.90000000e+01,6.41958237e-01,8.90562344e+00,1.74074946e-03,8.55079880e+01,8.03851776e+01,1.87058430e+01,2.07576126e-01,3.09289545e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:13,2.00000000e+00,6.39064372e-01,8.80883503e+00,1.84627005e-03,5.12590446e+01,7.99710846e+01,1.83242512e+01,3.42261672e-01,8.85861933e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:15,2.10000000e+01,6.40369296e-01,8.85458088e+00,1.96390576e-03,1.54715652e+02,8.02545471e+01,1.85224457e+01,1.65881246e-01,3.57981712e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:17,1.90000000e+01,6.43202007e-01,8.92801285e+00,1.67642685e-03,1.71264114e+02,8.02842331e+01,1.87656078e+01,1.47501364e-01,2.15544418e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:19,1.90000000e+01,6.42651200e-01,8.92328930e+00,1.90616399e-03,1.44565002e+02,8.01813812e+01,1.87156124e+01,2.17452064e-01,2.81365126e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:22,9.00000000e+00,6.43000722e-01,8.94593430e+00,1.90302718e-03,7.60486374e+01,8.03501358e+01,1.88128242e+01,2.48569906e-01,3.29602540e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:24,1.90000000e+01,6.42441332e-01,8.95274448e+00,1.98214711e-03,1.42156570e+02,8.02659454e+01,1.87910557e+01,2.09415242e-01,2.75059611e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:26,8.00000000e+00,6.45951211e-01,8.99227238e+00,2.01080297e-03,5.21736641e+01,8.03652191e+01,1.90006084e+01,4.05847460e-01,4.88668054e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:28,8.00000000e+00,6.45600617e-01,8.98297882e+00,2.20016297e-03,5.34977608e+01,8.01918716e+01,1.89297485e+01,4.99049515e-01,5.94791353e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:30,9.00000000e+00,6.44284308e-01,8.96823215e+00,1.86507101e-03,2.04392715e+02,8.01194534e+01,1.88431110e+01,1.07567824e-01,1.45693943e-01
5345803-S04-156I3-A-L-B-190,20.02.2020-02:35:32,1.90000000e+01,6.43435657e-01,8.93490887e+00,1.95762119e-03,2.21204391e+02,8.01294403e+01,1.87507038e+01,1.29141495e-01,2.77217120e-01
